GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
1400000US53033032214,53033032214,"Census Tract 322.14, King County, Washington",661000,24123
1400000US53033032215,53033032215,"Census Tract 322.15, King County, Washington",838300,39127
1400000US53033032307,53033032307,"Census Tract 323.07, King County, Washington",604100,28647
1400000US53033032309,53033032309,"Census Tract 323.09, King County, Washington",476200,31812
1400000US53033032311,53033032311,"Census Tract 323.11, King County, Washington",646700,47465
1400000US53033032313,53033032313,"Census Tract 323.13, King County, Washington",461900,94187
1400000US53033032315,53033032315,"Census Tract 323.15, King County, Washington",663300,27680
1400000US53033032316,53033032316,"Census Tract 323.16, King County, Washington",702000,32487
1400000US53033032317,53033032317,"Census Tract 323.17, King County, Washington",659400,30168
1400000US53033032318,53033032318,"Census Tract 323.18, King County, Washington",621700,18262
1400000US53033032319,53033032319,"Census Tract 323.19, King County, Washington",508200,46498
1400000US53033032320,53033032320,"Census Tract 323.20, King County, Washington",699000,31338
1400000US53033032321,53033032321,"Census Tract 323.21, King County, Washington",828200,24648
1400000US53033032322,53033032322,"Census Tract 323.22, King County, Washington",669600,23404
1400000US53033032323,53033032323,"Census Tract 323.23, King County, Washington",620300,32421
1400000US53033032324,53033032324,"Census Tract 323.24, King County, Washington",517200,44435
1400000US53033032325,53033032325,"Census Tract 323.25, King County, Washington",482300,70105
1400000US53033032326,53033032326,"Census Tract 323.26, King County, Washington",821300,48947
1400000US53033032327,53033032327,"Census Tract 323.27, King County, Washington",672000,25540
1400000US53033032328,53033032328,"Census Tract 323.28, King County, Washington",719400,61144
1400000US53033032329,53033032329,"Census Tract 323.29, King County, Washington",613800,32373
1400000US53033032401,53033032401,"Census Tract 324.01, King County, Washington",437900,30996
1400000US53033032402,53033032402,"Census Tract 324.02, King County, Washington",416600,35385
1400000US53033032500,53033032500,"Census Tract 325, King County, Washington",462200,30516
1400000US53033032601,53033032601,"Census Tract 326.01, King County, Washington",523000,73695
1400000US53033032602,53033032602,"Census Tract 326.02, King County, Washington",540500,25384
1400000US53033032702,53033032702,"Census Tract 327.02, King County, Washington",392200,33367
1400000US53033032703,53033032703,"Census Tract 327.03, King County, Washington",351100,25749
1400000US53033032704,53033032704,"Census Tract 327.04, King County, Washington",425000,29332
1400000US53033032800,53033032800,"Census Tract 328, King County, Washington",437200,36810
1400000US53033990100,53033990100,"Census Tract 9901, King County, Washington",-,**
