GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; White alone,Margin of Error; White alone,Estimate; Black or African American alone,Margin of Error; Black or African American alone,Estimate; American Indian and Alaska Native alone,Margin of Error; American Indian and Alaska Native alone,Estimate; Asian alone,Margin of Error; Asian alone,Estimate; Native Hawaiian and Other Pacific Islander alone,Margin of Error; Native Hawaiian and Other Pacific Islander alone,Estimate; Some other race alone,Margin of Error; Some other race alone,Estimate; Two or more races:,Margin of Error; Two or more races:,Estimate; Two or more races: - Two races including Some other race,Margin of Error; Two or more races: - Two races including Some other race,"Estimate; Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Two or more races: - Two races excluding Some other race, and three or more races"
1400000US53033030304,53033030304,"Census Tract 303.04, King County, Washington",3214,254,2399,261,237,129,10,18,296,73,0,119,71,57,201,110,0,119,201,110
1400000US53033030305,53033030305,"Census Tract 303.05, King County, Washington",4548,277,3414,386,378,261,75,59,300,104,0,119,166,164,215,174,0,119,215,174
1400000US53033030306,53033030306,"Census Tract 303.06, King County, Washington",5675,347,4140,312,599,231,121,89,348,150,284,202,41,52,142,77,0,119,142,77
1400000US53033030308,53033030308,"Census Tract 303.08, King County, Washington",6344,510,3904,516,610,308,0,119,1444,290,11,17,15,25,360,215,63,82,297,206
1400000US53033030309,53033030309,"Census Tract 303.09, King County, Washington",5297,391,3198,545,382,254,22,33,1246,508,283,296,53,57,113,85,6,9,107,84
1400000US53033030310,53033030310,"Census Tract 303.10, King County, Washington",5232,462,2700,388,313,242,32,41,1677,300,0,119,273,199,237,117,0,119,237,117
1400000US53033030311,53033030311,"Census Tract 303.11, King County, Washington",4791,524,2771,413,476,223,25,24,280,133,256,294,556,586,427,222,112,128,315,182
1400000US53033030312,53033030312,"Census Tract 303.12, King County, Washington",4491,342,3133,313,426,118,148,142,336,154,5,9,354,311,89,72,0,119,89,72
1400000US53033030401,53033030401,"Census Tract 304.01, King County, Washington",7717,565,5773,587,429,293,90,75,1078,449,132,149,63,87,152,122,0,119,152,122
1400000US53033030403,53033030403,"Census Tract 304.03, King County, Washington",4548,347,2929,334,370,299,13,20,893,184,0,119,58,67,285,124,20,24,265,122
1400000US53033030404,53033030404,"Census Tract 304.04, King County, Washington",3984,298,3591,362,95,68,0,119,241,179,0,119,57,85,0,119,0,119,0,119
1400000US53033030501,53033030501,"Census Tract 305.01, King County, Washington",1805,350,1619,291,0,119,0,119,16,18,31,65,0,119,139,99,21,34,118,96
1400000US53033030503,53033030503,"Census Tract 305.03, King County, Washington",3247,349,2376,401,249,167,60,53,203,145,0,119,127,130,232,187,24,40,208,197
1400000US53033030504,53033030504,"Census Tract 305.04, King County, Washington",4051,426,2898,301,76,66,12,19,338,222,289,258,290,206,148,157,148,157,0,119
1400000US53033030600,53033030600,"Census Tract 306, King County, Washington",4901,406,3925,382,216,129,134,103,192,133,98,153,49,77,287,207,10,16,277,207
1400000US53033030700,53033030700,"Census Tract 307, King County, Washington",3529,417,2567,490,137,102,135,176,411,249,10,41,74,65,195,102,0,119,195,102
1400000US53033030801,53033030801,"Census Tract 308.01, King County, Washington",5405,430,3594,489,453,229,83,83,74,102,0,119,703,361,498,260,153,143,345,229
1400000US53033030802,53033030802,"Census Tract 308.02, King County, Washington",3472,321,2890,305,116,130,0,119,46,38,212,182,134,74,74,47,0,119,74,47
1400000US53033030901,53033030901,"Census Tract 309.01, King County, Washington",3353,200,2322,273,50,59,45,38,468,129,8,11,160,124,300,187,67,86,233,146
1400000US53033030902,53033030902,"Census Tract 309.02, King County, Washington",4846,198,3657,318,126,105,146,123,438,111,143,194,142,171,194,110,0,119,194,110
1400000US53033031000,53033031000,"Census Tract 310, King County, Washington",2969,312,2319,305,338,229,11,16,176,82,0,119,11,18,114,119,0,119,114,119
1400000US53033031100,53033031100,"Census Tract 311, King County, Washington",7089,681,4792,463,499,325,442,276,705,328,22,29,360,246,269,117,3,6,266,116
1400000US53033031202,53033031202,"Census Tract 312.02, King County, Washington",6263,568,4933,466,14,22,701,245,67,80,0,119,182,198,366,193,50,62,316,170
1400000US53033031204,53033031204,"Census Tract 312.04, King County, Washington",6752,579,6333,573,141,117,72,72,24,50,0,119,0,119,182,101,0,119,182,101
1400000US53033031205,53033031205,"Census Tract 312.05, King County, Washington",5416,333,4498,307,190,142,24,23,453,184,0,119,84,68,167,107,0,119,167,107
1400000US53033031206,53033031206,"Census Tract 312.06, King County, Washington",4041,388,3051,274,63,46,0,119,417,175,0,119,395,319,115,101,6,10,109,101
1400000US53033031301,53033031301,"Census Tract 313.01, King County, Washington",2795,313,2474,224,0,119,0,119,0,119,65,69,100,115,156,194,0,119,156,194
1400000US53033031302,53033031302,"Census Tract 313.02, King County, Washington",4840,283,4541,321,34,39,47,50,50,35,0,119,58,62,110,100,0,119,110,100
1400000US53033031400,53033031400,"Census Tract 314, King County, Washington",5873,270,5561,352,0,119,61,100,55,88,0,119,25,39,171,122,0,119,171,122
1400000US53033031501,53033031501,"Census Tract 315.01, King County, Washington",3756,338,3352,359,44,47,35,36,39,34,0,119,12,21,274,156,7,13,267,156
1400000US53033031502,53033031502,"Census Tract 315.02, King County, Washington",3493,252,3345,239,0,119,0,119,64,75,0,119,44,73,40,44,0,119,40,44
1400000US53033031601,53033031601,"Census Tract 316.01, King County, Washington",4508,276,4090,333,127,102,0,119,164,141,28,36,14,23,85,76,0,119,85,76
1400000US53033031602,53033031602,"Census Tract 316.02, King County, Washington",7354,573,6568,589,34,40,0,119,200,143,0,119,15,23,537,349,58,68,479,347
1400000US53033031603,53033031603,"Census Tract 316.03, King County, Washington",5409,409,4873,412,6,10,0,119,385,205,0,119,0,119,145,88,0,119,145,88
1400000US53033031702,53033031702,"Census Tract 317.02, King County, Washington",10240,618,8206,676,646,421,0,119,721,282,20,24,32,41,615,246,41,63,574,241
1400000US53033031703,53033031703,"Census Tract 317.03, King County, Washington",5626,339,4786,351,157,107,58,57,192,131,0,119,97,105,336,164,30,29,306,160
1400000US53033031704,53033031704,"Census Tract 317.04, King County, Washington",4807,351,3280,370,228,133,59,76,807,184,69,104,192,169,172,91,42,68,130,69
1400000US53033031800,53033031800,"Census Tract 318, King County, Washington",4129,296,3358,305,24,24,18,20,507,120,70,107,30,44,122,98,22,31,100,93
1400000US53033031903,53033031903,"Census Tract 319.03, King County, Washington",5982,278,5278,389,0,119,54,51,121,97,0,119,218,166,311,212,19,23,292,211
1400000US53033031904,53033031904,"Census Tract 319.04, King County, Washington",3542,226,3340,227,46,73,28,28,23,25,0,119,0,119,105,79,0,119,105,79
1400000US53033031906,53033031906,"Census Tract 319.06, King County, Washington",3598,232,2841,231,54,85,11,18,601,134,0,119,0,119,91,78,0,119,91,78
1400000US53033031907,53033031907,"Census Tract 319.07, King County, Washington",7319,426,4448,343,427,157,0,119,1574,307,0,119,462,417,408,177,74,80,334,162
1400000US53033031908,53033031908,"Census Tract 319.08, King County, Washington",4570,514,3025,475,363,194,27,30,568,331,0,119,104,98,483,268,142,170,341,219
1400000US53033031909,53033031909,"Census Tract 319.09, King County, Washington",3460,245,2211,321,146,112,120,152,721,194,26,43,125,173,111,112,0,119,111,112
1400000US53033032002,53033032002,"Census Tract 320.02, King County, Washington",3321,420,2873,258,18,21,0,119,0,119,0,119,323,443,107,85,32,52,75,70
1400000US53033032003,53033032003,"Census Tract 320.03, King County, Washington",5879,304,5553,307,109,110,11,16,57,54,7,12,27,31,115,75,41,47,74,53
1400000US53033032005,53033032005,"Census Tract 320.05, King County, Washington",6875,455,5718,468,135,122,36,57,463,314,7,11,214,225,302,152,85,74,217,126
1400000US53033032006,53033032006,"Census Tract 320.06, King County, Washington",4611,260,4478,244,0,119,0,119,29,33,4,7,23,36,77,82,0,119,77,82
1400000US53033032007,53033032007,"Census Tract 320.07, King County, Washington",3667,325,3384,361,95,129,52,52,82,85,0,119,28,47,26,42,0,119,26,42
1400000US53033032008,53033032008,"Census Tract 320.08, King County, Washington",4708,350,3974,407,0,119,0,119,212,183,28,34,325,341,169,97,0,119,169,97
1400000US53033032009,53033032009,"Census Tract 320.09, King County, Washington",8486,464,7806,503,115,90,47,54,170,115,0,119,91,84,257,151,16,24,241,149
1400000US53033032102,53033032102,"Census Tract 321.02, King County, Washington",4911,416,4559,390,80,90,0,119,150,89,0,119,26,41,96,68,15,23,81,64
1400000US53033032103,53033032103,"Census Tract 321.03, King County, Washington",3888,249,3248,243,0,119,0,119,298,124,16,27,129,137,197,142,0,119,197,142
1400000US53033032104,53033032104,"Census Tract 321.04, King County, Washington",5657,306,4818,363,29,36,8,14,386,146,0,119,124,141,292,134,12,19,280,131
1400000US53033032203,53033032203,"Census Tract 322.03, King County, Washington",6289,399,5166,387,107,78,54,49,793,300,0,119,36,56,133,83,0,119,133,83
1400000US53033032207,53033032207,"Census Tract 322.07, King County, Washington",3288,187,2677,191,19,32,7,11,423,136,0,119,91,129,71,71,0,119,71,71
1400000US53033032208,53033032208,"Census Tract 322.08, King County, Washington",7617,391,6280,427,49,46,0,119,1126,320,0,119,87,100,75,59,39,41,36,44
1400000US53033032209,53033032209,"Census Tract 322.09, King County, Washington",13989,548,10004,591,149,100,47,72,3245,328,37,46,154,139,353,155,0,119,353,155
1400000US53033032210,53033032210,"Census Tract 322.10, King County, Washington",5956,540,4265,526,44,66,0,119,1184,178,0,119,73,74,390,215,31,36,359,214
1400000US53033032211,53033032211,"Census Tract 322.11, King County, Washington",4857,239,3342,307,0,119,38,62,1238,243,0,119,9,16,230,133,21,33,209,129
1400000US53033032212,53033032212,"Census Tract 322.12, King County, Washington",8900,481,5916,482,314,265,12,21,2127,517,45,52,18,29,468,249,0,119,468,249
1400000US53033032307,53033032307,"Census Tract 323.07, King County, Washington",6697,308,6237,371,0,119,27,33,273,188,0,119,0,119,160,112,10,17,150,115
1400000US53033032309,53033032309,"Census Tract 323.09, King County, Washington",3840,326,2536,297,43,63,9,17,1119,323,0,119,55,64,78,65,0,119,78,65
1400000US53033032311,53033032311,"Census Tract 323.11, King County, Washington",6340,412,5884,446,62,96,0,119,199,124,0,119,0,119,195,116,0,119,195,116
1400000US53033032312,53033032312,"Census Tract 323.12, King County, Washington",6944,403,6363,414,66,52,0,119,314,229,0,119,88,129,113,96,0,119,113,96
1400000US53033032313,53033032313,"Census Tract 323.13, King County, Washington",5609,641,3525,507,80,102,21,35,1486,404,0,119,438,389,59,59,0,119,59,59
1400000US53033032314,53033032314,"Census Tract 323.14, King County, Washington",8709,338,6525,414,79,68,0,119,1649,250,91,131,87,75,278,158,44,69,234,138
1400000US53033032315,53033032315,"Census Tract 323.15, King County, Washington",5731,287,4989,289,93,82,0,119,425,172,0,119,15,19,209,163,0,119,209,163
1400000US53033032316,53033032316,"Census Tract 323.16, King County, Washington",5071,209,4156,318,21,21,0,119,801,192,0,119,8,12,85,54,15,24,70,49
1400000US53033032317,53033032317,"Census Tract 323.17, King County, Washington",5758,372,4588,456,70,87,0,119,929,333,0,119,24,27,147,96,0,119,147,96
1400000US53033032318,53033032318,"Census Tract 323.18, King County, Washington",4943,269,3998,345,24,40,61,55,741,256,0,119,7,12,112,71,18,20,94,69
1400000US53033032319,53033032319,"Census Tract 323.19, King County, Washington",4556,329,3786,334,149,151,30,36,154,84,0,119,278,269,159,132,67,99,92,87
1400000US53033032320,53033032320,"Census Tract 323.20, King County, Washington",4214,333,3626,377,76,81,74,83,156,98,57,69,0,119,225,152,0,119,225,152
1400000US53033032321,53033032321,"Census Tract 323.21, King County, Washington",4181,308,3360,317,25,24,0,119,641,240,0,119,34,40,121,88,0,119,121,88
1400000US53033032322,53033032322,"Census Tract 323.22, King County, Washington",3901,251,3158,265,34,30,0,119,540,192,11,17,9,16,149,105,11,17,138,103
1400000US53033032323,53033032323,"Census Tract 323.23, King County, Washington",5065,261,4019,268,0,119,0,119,860,137,0,119,35,30,151,88,55,63,96,61
1400000US53033032324,53033032324,"Census Tract 323.24, King County, Washington",4953,237,3896,311,58,69,0,119,586,157,14,22,253,226,146,101,0,119,146,101
1400000US53033032325,53033032325,"Census Tract 323.25, King County, Washington",5581,395,4191,423,260,192,132,117,840,250,0,119,89,93,69,67,0,119,69,67
1400000US53033032401,53033032401,"Census Tract 324.01, King County, Washington",5362,373,4708,439,0,119,37,59,358,311,0,119,233,209,26,31,0,119,26,31
1400000US53033032402,53033032402,"Census Tract 324.02, King County, Washington",5451,346,5058,336,32,41,0,119,184,140,0,119,83,68,94,95,0,119,94,95
1400000US53033032500,53033032500,"Census Tract 325, King County, Washington",5272,283,4668,352,88,116,25,33,110,66,0,119,117,89,264,146,4,5,260,145
1400000US53033032601,53033032601,"Census Tract 326.01, King County, Washington",2970,287,2817,299,0,119,0,119,36,39,0,119,99,144,18,31,18,31,0,119
1400000US53033032602,53033032602,"Census Tract 326.02, King County, Washington",8391,421,7362,399,93,62,90,66,485,154,10,17,17,21,334,152,22,27,312,149
1400000US53033032702,53033032702,"Census Tract 327.02, King County, Washington",6400,438,6154,459,79,77,0,119,50,48,0,119,34,43,83,90,0,119,83,90
1400000US53033032703,53033032703,"Census Tract 327.03, King County, Washington",1742,256,1557,278,32,40,9,15,35,40,0,119,10,18,99,72,0,119,99,72
1400000US53033032704,53033032704,"Census Tract 327.04, King County, Washington",5682,495,5067,756,0,119,6,12,15,24,0,119,501,632,93,77,0,119,93,77
1400000US53033032800,53033032800,"Census Tract 328, King County, Washington",2557,239,2427,277,0,119,0,119,63,59,0,119,18,26,49,46,0,119,49,46
