GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
1400000US53033026500,53033026500,"Census Tract 265, King County, Washington",238500,37956
1400000US53033026600,53033026600,"Census Tract 266, King County, Washington",306400,37226
1400000US53033026700,53033026700,"Census Tract 267, King County, Washington",370700,17378
1400000US53033026801,53033026801,"Census Tract 268.01, King County, Washington",272700,26632
1400000US53033026802,53033026802,"Census Tract 268.02, King County, Washington",284400,32264
1400000US53033026900,53033026900,"Census Tract 269, King County, Washington",237600,20082
1400000US53033027000,53033027000,"Census Tract 270, King County, Washington",270500,16177
1400000US53033027100,53033027100,"Census Tract 271, King County, Washington",249600,28907
1400000US53033027200,53033027200,"Census Tract 272, King County, Washington",330600,42980
1400000US53033027300,53033027300,"Census Tract 273, King County, Washington",256000,21479
1400000US53033027400,53033027400,"Census Tract 274, King County, Washington",280300,10619
1400000US53033027500,53033027500,"Census Tract 275, King County, Washington",258200,19501
1400000US53033027600,53033027600,"Census Tract 276, King County, Washington",420800,46312
1400000US53033027701,53033027701,"Census Tract 277.01, King County, Washington",458000,37391
1400000US53033027702,53033027702,"Census Tract 277.02, King County, Washington",489100,51176
1400000US53033027800,53033027800,"Census Tract 278, King County, Washington",434100,34387
1400000US53033027900,53033027900,"Census Tract 279, King County, Washington",327400,16254
1400000US53033028000,53033028000,"Census Tract 280, King County, Washington",267100,26508
1400000US53033028100,53033028100,"Census Tract 281, King County, Washington",293600,30045
1400000US53033028200,53033028200,"Census Tract 282, King County, Washington",244000,26927
1400000US53033028300,53033028300,"Census Tract 283, King County, Washington",286800,16936
1400000US53033028402,53033028402,"Census Tract 284.02, King County, Washington",269100,44168
1400000US53033028403,53033028403,"Census Tract 284.03, King County, Washington",215200,36588
1400000US53033028500,53033028500,"Census Tract 285, King County, Washington",272300,21700
1400000US53033028600,53033028600,"Census Tract 286, King County, Washington",565700,30527
1400000US53033028700,53033028700,"Census Tract 287, King County, Washington",306200,19745
1400000US53033028801,53033028801,"Census Tract 288.01, King County, Washington",204300,40187
1400000US53033028802,53033028802,"Census Tract 288.02, King County, Washington",312800,32774
1400000US53033028901,53033028901,"Census Tract 289.01, King County, Washington",265200,33363
1400000US53033028902,53033028902,"Census Tract 289.02, King County, Washington",243800,32763
1400000US53033029001,53033029001,"Census Tract 290.01, King County, Washington",312300,20231
1400000US53033029003,53033029003,"Census Tract 290.03, King County, Washington",286600,25271
1400000US53033029004,53033029004,"Census Tract 290.04, King County, Washington",153500,80447
1400000US53033029100,53033029100,"Census Tract 291, King County, Washington",286900,19483
1400000US53033029201,53033029201,"Census Tract 292.01, King County, Washington",223300,8889
1400000US53033029203,53033029203,"Census Tract 292.03, King County, Washington",286900,40826
1400000US53033029204,53033029204,"Census Tract 292.04, King County, Washington",354500,27834
1400000US53033029303,53033029303,"Census Tract 293.03, King County, Washington",304500,26391
1400000US53033029304,53033029304,"Census Tract 293.04, King County, Washington",333500,14358
1400000US53033029305,53033029305,"Census Tract 293.05, King County, Washington",344300,18117
1400000US53033029306,53033029306,"Census Tract 293.06, King County, Washington",277500,28175
1400000US53033029307,53033029307,"Census Tract 293.07, King County, Washington",338200,13634
1400000US53033029403,53033029403,"Census Tract 294.03, King County, Washington",322700,22277
1400000US53033029405,53033029405,"Census Tract 294.05, King County, Washington",325500,12123
1400000US53033029406,53033029406,"Census Tract 294.06, King County, Washington",333600,12301
1400000US53033029407,53033029407,"Census Tract 294.07, King County, Washington",249300,30037
1400000US53033029408,53033029408,"Census Tract 294.08, King County, Washington",222000,22779
1400000US53033029502,53033029502,"Census Tract 295.02, King County, Washington",324900,15061
1400000US53033029503,53033029503,"Census Tract 295.03, King County, Washington",249000,55600
1400000US53033029504,53033029504,"Census Tract 295.04, King County, Washington",229900,33471
1400000US53033029601,53033029601,"Census Tract 296.01, King County, Washington",308000,21472
1400000US53033029602,53033029602,"Census Tract 296.02, King County, Washington",384500,24634
1400000US53033029700,53033029700,"Census Tract 297, King County, Washington",237900,14486
1400000US53033029801,53033029801,"Census Tract 298.01, King County, Washington",338000,13241
1400000US53033029802,53033029802,"Census Tract 298.02, King County, Washington",307000,21620
1400000US53033029901,53033029901,"Census Tract 299.01, King County, Washington",285300,12813
1400000US53033029902,53033029902,"Census Tract 299.02, King County, Washington",342500,14742
1400000US53033030002,53033030002,"Census Tract 300.02, King County, Washington",235500,27923
1400000US53033030003,53033030003,"Census Tract 300.03, King County, Washington",334600,27515
1400000US53033030004,53033030004,"Census Tract 300.04, King County, Washington",276500,26558
1400000US53033030100,53033030100,"Census Tract 301, King County, Washington",389300,38561
1400000US53033030201,53033030201,"Census Tract 302.01, King County, Washington",235000,11909
1400000US53033030202,53033030202,"Census Tract 302.02, King County, Washington",252500,21373
1400000US53033030303,53033030303,"Census Tract 303.03, King County, Washington",177100,24850
1400000US53033030304,53033030304,"Census Tract 303.04, King County, Washington",330300,42963
1400000US53033030305,53033030305,"Census Tract 303.05, King County, Washington",297000,19013
1400000US53033030306,53033030306,"Census Tract 303.06, King County, Washington",307400,16884
1400000US53033030308,53033030308,"Census Tract 303.08, King County, Washington",344800,15069
1400000US53033030309,53033030309,"Census Tract 303.09, King County, Washington",325100,36521
1400000US53033030310,53033030310,"Census Tract 303.10, King County, Washington",333600,21980
1400000US53033030311,53033030311,"Census Tract 303.11, King County, Washington",271000,24920
1400000US53033030312,53033030312,"Census Tract 303.12, King County, Washington",282900,10644
1400000US53033030401,53033030401,"Census Tract 304.01, King County, Washington",300600,30019
1400000US53033030403,53033030403,"Census Tract 304.03, King County, Washington",286000,23186
1400000US53033030404,53033030404,"Census Tract 304.04, King County, Washington",295000,21645
1400000US53033030501,53033030501,"Census Tract 305.01, King County, Washington",215300,23334
1400000US53033030503,53033030503,"Census Tract 305.03, King County, Washington",99100,33862
1400000US53033030504,53033030504,"Census Tract 305.04, King County, Washington",198700,31399
1400000US53033030600,53033030600,"Census Tract 306, King County, Washington",257700,14394
1400000US53033030700,53033030700,"Census Tract 307, King County, Washington",234900,21039
1400000US53033030801,53033030801,"Census Tract 308.01, King County, Washington",25200,8696
1400000US53033030802,53033030802,"Census Tract 308.02, King County, Washington",260400,15975
1400000US53033030901,53033030901,"Census Tract 309.01, King County, Washington",225900,10599
1400000US53033030902,53033030902,"Census Tract 309.02, King County, Washington",255100,13318
1400000US53033031000,53033031000,"Census Tract 310, King County, Washington",371900,19385
1400000US53033031100,53033031100,"Census Tract 311, King County, Washington",232300,12993
1400000US53033031202,53033031202,"Census Tract 312.02, King County, Washington",502600,60836
1400000US53033031204,53033031204,"Census Tract 312.04, King County, Washington",334600,31983
1400000US53033031205,53033031205,"Census Tract 312.05, King County, Washington",315300,29959
1400000US53033031206,53033031206,"Census Tract 312.06, King County, Washington",255700,27976
1400000US53033031301,53033031301,"Census Tract 313.01, King County, Washington",377200,25627
1400000US53033031302,53033031302,"Census Tract 313.02, King County, Washington",284200,23068
1400000US53033031400,53033031400,"Census Tract 314, King County, Washington",279400,11805
1400000US53033031501,53033031501,"Census Tract 315.01, King County, Washington",361400,37032
1400000US53033031502,53033031502,"Census Tract 315.02, King County, Washington",326300,33513
1400000US53033031601,53033031601,"Census Tract 316.01, King County, Washington",409600,26937
1400000US53033031602,53033031602,"Census Tract 316.02, King County, Washington",358900,13979
1400000US53033031603,53033031603,"Census Tract 316.03, King County, Washington",343200,22159
1400000US53033031702,53033031702,"Census Tract 317.02, King County, Washington",344500,14514
1400000US53033031703,53033031703,"Census Tract 317.03, King County, Washington",350500,29047
1400000US53033031704,53033031704,"Census Tract 317.04, King County, Washington",327600,22432
1400000US53033031800,53033031800,"Census Tract 318, King County, Washington",374700,19028
1400000US53033031903,53033031903,"Census Tract 319.03, King County, Washington",352500,19769
1400000US53033031904,53033031904,"Census Tract 319.04, King County, Washington",434900,44926
1400000US53033031906,53033031906,"Census Tract 319.06, King County, Washington",513100,42767
1400000US53033031907,53033031907,"Census Tract 319.07, King County, Washington",360600,14668
1400000US53033031908,53033031908,"Census Tract 319.08, King County, Washington",333400,39135
1400000US53033031909,53033031909,"Census Tract 319.09, King County, Washington",386000,29358
1400000US53033032002,53033032002,"Census Tract 320.02, King County, Washington",467700,65661
1400000US53033032003,53033032003,"Census Tract 320.03, King County, Washington",452800,21497
1400000US53033032005,53033032005,"Census Tract 320.05, King County, Washington",255100,14468
1400000US53033032006,53033032006,"Census Tract 320.06, King County, Washington",360300,13449
1400000US53033032007,53033032007,"Census Tract 320.07, King County, Washington",381000,28592
1400000US53033032008,53033032008,"Census Tract 320.08, King County, Washington",300000,22452
1400000US53033032009,53033032009,"Census Tract 320.09, King County, Washington",358000,13901
1400000US53033032102,53033032102,"Census Tract 321.02, King County, Washington",504900,37266
1400000US53033032103,53033032103,"Census Tract 321.03, King County, Washington",351700,23178
1400000US53033032104,53033032104,"Census Tract 321.04, King County, Washington",454300,41829
1400000US53033032203,53033032203,"Census Tract 322.03, King County, Washington",608400,39018
1400000US53033032207,53033032207,"Census Tract 322.07, King County, Washington",628500,33668
1400000US53033032208,53033032208,"Census Tract 322.08, King County, Washington",422900,31342
1400000US53033032209,53033032209,"Census Tract 322.09, King County, Washington",641600,24884
1400000US53033032210,53033032210,"Census Tract 322.10, King County, Washington",535200,34112
1400000US53033032211,53033032211,"Census Tract 322.11, King County, Washington",539100,29755
1400000US53033032212,53033032212,"Census Tract 322.12, King County, Washington",467200,16753
