GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
1400000US53033031100,53033031100,"Census Tract 311, King County, Washington",2638,87,1534,146,1104,148
1400000US53033031202,53033031202,"Census Tract 312.02, King County, Washington",2061,111,1836,131,225,97
1400000US53033031204,53033031204,"Census Tract 312.04, King County, Washington",2335,129,2004,145,331,123
1400000US53033031205,53033031205,"Census Tract 312.05, King County, Washington",1917,111,1448,114,469,122
1400000US53033031206,53033031206,"Census Tract 312.06, King County, Washington",1429,72,1001,97,428,70
1400000US53033031301,53033031301,"Census Tract 313.01, King County, Washington",984,78,878,89,106,84
1400000US53033031302,53033031302,"Census Tract 313.02, King County, Washington",1845,103,1273,116,572,113
1400000US53033031400,53033031400,"Census Tract 314, King County, Washington",2621,149,1719,208,902,205
1400000US53033031501,53033031501,"Census Tract 315.01, King County, Washington",1354,78,1162,103,192,101
1400000US53033031502,53033031502,"Census Tract 315.02, King County, Washington",1517,101,1256,100,261,89
1400000US53033031601,53033031601,"Census Tract 316.01, King County, Washington",1577,82,1526,81,51,38
1400000US53033031602,53033031602,"Census Tract 316.02, King County, Washington",2522,147,2297,159,225,122
1400000US53033031603,53033031603,"Census Tract 316.03, King County, Washington",1765,108,1626,118,139,70
1400000US53033031702,53033031702,"Census Tract 317.02, King County, Washington",3123,194,2714,224,409,129
1400000US53033031703,53033031703,"Census Tract 317.03, King County, Washington",2313,138,2007,137,306,116
1400000US53033031704,53033031704,"Census Tract 317.04, King County, Washington",1634,75,1182,121,452,102
1400000US53033031800,53033031800,"Census Tract 318, King County, Washington",1582,95,1481,101,101,49
1400000US53033031903,53033031903,"Census Tract 319.03, King County, Washington",2243,96,2103,105,140,60
1400000US53033031904,53033031904,"Census Tract 319.04, King County, Washington",1186,78,1071,79,115,62
1400000US53033031906,53033031906,"Census Tract 319.06, King County, Washington",1199,60,1141,73,58,39
1400000US53033031907,53033031907,"Census Tract 319.07, King County, Washington",2817,100,2684,121,133,92
1400000US53033031908,53033031908,"Census Tract 319.08, King County, Washington",1851,162,927,120,924,161
1400000US53033031909,53033031909,"Census Tract 319.09, King County, Washington",1169,26,918,71,251,71
1400000US53033032002,53033032002,"Census Tract 320.02, King County, Washington",1136,71,939,91,197,100
1400000US53033032003,53033032003,"Census Tract 320.03, King County, Washington",2174,89,1999,113,175,92
1400000US53033032005,53033032005,"Census Tract 320.05, King County, Washington",2326,108,2032,159,294,153
1400000US53033032006,53033032006,"Census Tract 320.06, King County, Washington",1639,39,1552,70,87,68
1400000US53033032007,53033032007,"Census Tract 320.07, King County, Washington",1320,76,964,103,356,99
1400000US53033032008,53033032008,"Census Tract 320.08, King County, Washington",1651,101,1606,106,45,34
1400000US53033032009,53033032009,"Census Tract 320.09, King County, Washington",3181,169,2777,180,404,110
1400000US53033032102,53033032102,"Census Tract 321.02, King County, Washington",1764,95,1696,99,68,44
1400000US53033032103,53033032103,"Census Tract 321.03, King County, Washington",1899,113,1132,150,767,158
1400000US53033032104,53033032104,"Census Tract 321.04, King County, Washington",2239,80,1474,135,765,133
1400000US53033032203,53033032203,"Census Tract 322.03, King County, Washington",2104,127,1979,138,125,74
1400000US53033032207,53033032207,"Census Tract 322.07, King County, Washington",1091,45,985,66,106,58
1400000US53033032208,53033032208,"Census Tract 322.08, King County, Washington",3363,179,2097,186,1266,181
1400000US53033032209,53033032209,"Census Tract 322.09, King County, Washington",4236,167,4144,178,92,56
1400000US53033032210,53033032210,"Census Tract 322.10, King County, Washington",2119,166,1794,152,325,77
1400000US53033032211,53033032211,"Census Tract 322.11, King County, Washington",1610,78,1202,97,408,96
1400000US53033032212,53033032212,"Census Tract 322.12, King County, Washington",2982,55,2196,154,786,162
1400000US53033032307,53033032307,"Census Tract 323.07, King County, Washington",2259,65,2161,77,98,64
1400000US53033032309,53033032309,"Census Tract 323.09, King County, Washington",1901,119,550,123,1351,155
1400000US53033032311,53033032311,"Census Tract 323.11, King County, Washington",2048,104,1935,106,113,72
1400000US53033032312,53033032312,"Census Tract 323.12, King County, Washington",2744,120,2654,121,90,47
1400000US53033032313,53033032313,"Census Tract 323.13, King County, Washington",2587,176,921,124,1666,208
1400000US53033032314,53033032314,"Census Tract 323.14, King County, Washington",3052,100,2694,115,358,70
1400000US53033032315,53033032315,"Census Tract 323.15, King County, Washington",1951,78,1800,81,151,64
1400000US53033032316,53033032316,"Census Tract 323.16, King County, Washington",1633,71,1484,89,149,75
1400000US53033032317,53033032317,"Census Tract 323.17, King County, Washington",1943,99,1704,107,239,75
1400000US53033032318,53033032318,"Census Tract 323.18, King County, Washington",1674,89,1497,102,177,70
1400000US53033032319,53033032319,"Census Tract 323.19, King County, Washington",2128,160,942,148,1186,175
1400000US53033032320,53033032320,"Census Tract 323.20, King County, Washington",1399,101,1262,108,137,96
1400000US53033032321,53033032321,"Census Tract 323.21, King County, Washington",1373,81,1231,88,142,74
1400000US53033032322,53033032322,"Census Tract 323.22, King County, Washington",1234,35,1079,58,155,57
1400000US53033032323,53033032323,"Census Tract 323.23, King County, Washington",1876,74,1282,95,594,76
1400000US53033032324,53033032324,"Census Tract 323.24, King County, Washington",2076,95,1363,128,713,147
1400000US53033032325,53033032325,"Census Tract 323.25, King County, Washington",2442,127,947,152,1495,179
1400000US53033032401,53033032401,"Census Tract 324.01, King County, Washington",1756,96,1614,122,142,82
1400000US53033032402,53033032402,"Census Tract 324.02, King County, Washington",1873,123,1727,141,146,79
1400000US53033032500,53033032500,"Census Tract 325, King County, Washington",1849,86,1592,116,257,76
1400000US53033032601,53033032601,"Census Tract 326.01, King County, Washington",1117,77,912,97,205,82
1400000US53033032602,53033032602,"Census Tract 326.02, King County, Washington",2796,140,2523,149,273,97
1400000US53033032702,53033032702,"Census Tract 327.02, King County, Washington",2341,146,2009,145,332,141
1400000US53033032703,53033032703,"Census Tract 327.03, King County, Washington",585,70,490,75,95,53
1400000US53033032704,53033032704,"Census Tract 327.04, King County, Washington",2248,281,1426,234,822,191
1400000US53033032800,53033032800,"Census Tract 328, King County, Washington",1087,94,926,94,161,50
