GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
1400000US53033008700,53033008700,"Census Tract 87, King County, Washington",1624,112,718,113,906,136
1400000US53033008800,53033008800,"Census Tract 88, King County, Washington",1420,105,777,140,643,141
1400000US53033008900,53033008900,"Census Tract 89, King County, Washington",2076,120,1104,167,972,153
1400000US53033009000,53033009000,"Census Tract 90, King County, Washington",1330,113,377,100,953,135
1400000US53033009100,53033009100,"Census Tract 91, King County, Washington",1279,104,70,48,1209,104
1400000US53033009200,53033009200,"Census Tract 92, King County, Washington",1590,100,67,32,1523,102
1400000US53033009300,53033009300,"Census Tract 93, King County, Washington",1009,73,606,97,403,104
1400000US53033009400,53033009400,"Census Tract 94, King County, Washington",2258,123,1055,147,1203,186
1400000US53033009500,53033009500,"Census Tract 95, King County, Washington",2389,118,1739,146,650,143
1400000US53033009600,53033009600,"Census Tract 96, King County, Washington",2786,177,1624,190,1162,182
1400000US53033009701,53033009701,"Census Tract 97.01, King County, Washington",2931,116,1360,161,1571,170
1400000US53033009702,53033009702,"Census Tract 97.02, King County, Washington",2303,80,1879,135,424,131
1400000US53033009800,53033009800,"Census Tract 98, King County, Washington",2980,102,1898,153,1082,165
1400000US53033009900,53033009900,"Census Tract 99, King County, Washington",2409,144,1268,174,1141,196
1400000US53033010000,53033010000,"Census Tract 100, King County, Washington",2925,199,1356,165,1569,241
1400000US53033010100,53033010100,"Census Tract 101, King County, Washington",2435,164,1459,197,976,195
1400000US53033010200,53033010200,"Census Tract 102, King County, Washington",1927,93,1614,135,313,112
1400000US53033010300,53033010300,"Census Tract 103, King County, Washington",2254,135,1028,160,1226,178
1400000US53033010400,53033010400,"Census Tract 104, King County, Washington",2925,154,2126,211,799,180
1400000US53033010500,53033010500,"Census Tract 105, King County, Washington",2853,189,1350,179,1503,232
1400000US53033010600,53033010600,"Census Tract 106, King County, Washington",3666,152,2116,204,1550,223
1400000US53033010700,53033010700,"Census Tract 107, King County, Washington",1977,162,785,145,1192,181
1400000US53033010800,53033010800,"Census Tract 108, King County, Washington",1423,155,1156,117,267,107
1400000US53033010900,53033010900,"Census Tract 109, King County, Washington",639,68,142,47,497,80
1400000US53033011000,53033011000,"Census Tract 110, King County, Washington",2597,182,1246,192,1351,190
1400000US53033011101,53033011101,"Census Tract 111.01, King County, Washington",1395,117,802,140,593,144
1400000US53033011102,53033011102,"Census Tract 111.02, King County, Washington",1387,105,773,104,614,122
1400000US53033011200,53033011200,"Census Tract 112, King County, Washington",1309,78,631,83,678,107
1400000US53033011300,53033011300,"Census Tract 113, King County, Washington",2277,115,1441,176,836,173
1400000US53033011400,53033011400,"Census Tract 114, King County, Washington",3444,177,1464,231,1980,268
1400000US53033011500,53033011500,"Census Tract 115, King County, Washington",2041,40,1550,121,491,112
1400000US53033011600,53033011600,"Census Tract 116, King County, Washington",2748,139,2185,147,563,135
1400000US53033011700,53033011700,"Census Tract 117, King County, Washington",1636,105,1303,126,333,120
1400000US53033011800,53033011800,"Census Tract 118, King County, Washington",2815,198,1301,178,1514,213
1400000US53033011900,53033011900,"Census Tract 119, King County, Washington",2535,135,2040,199,495,177
1400000US53033012000,53033012000,"Census Tract 120, King County, Washington",1471,69,1159,118,312,103
1400000US53033012100,53033012100,"Census Tract 121, King County, Washington",1142,69,1004,95,138,73
1400000US53033020100,53033020100,"Census Tract 201, King County, Washington",1232,78,1119,89,113,54
1400000US53033020200,53033020200,"Census Tract 202, King County, Washington",2108,125,1533,144,575,143
1400000US53033020300,53033020300,"Census Tract 203, King County, Washington",2425,142,1353,136,1072,145
1400000US53033020401,53033020401,"Census Tract 204.01, King County, Washington",1434,71,1084,89,350,94
1400000US53033020402,53033020402,"Census Tract 204.02, King County, Washington",2135,112,1417,172,718,165
1400000US53033020500,53033020500,"Census Tract 205, King County, Washington",2671,110,1771,128,900,124
1400000US53033020600,53033020600,"Census Tract 206, King County, Washington",1321,53,1115,91,206,78
1400000US53033020700,53033020700,"Census Tract 207, King County, Washington",1516,73,786,109,730,106
1400000US53033020800,53033020800,"Census Tract 208, King County, Washington",1722,97,1442,102,280,80
1400000US53033020900,53033020900,"Census Tract 209, King County, Washington",1340,83,1118,98,222,68
1400000US53033021000,53033021000,"Census Tract 210, King County, Washington",2108,100,1520,161,588,146
1400000US53033021100,53033021100,"Census Tract 211, King County, Washington",1634,74,1100,116,534,114
1400000US53033021300,53033021300,"Census Tract 213, King County, Washington",1674,93,898,97,776,95
1400000US53033021400,53033021400,"Census Tract 214, King County, Washington",1469,80,1322,96,147,78
1400000US53033021500,53033021500,"Census Tract 215, King County, Washington",1653,92,1538,92,115,68
1400000US53033021600,53033021600,"Census Tract 216, King County, Washington",1731,91,1449,114,282,89
1400000US53033021700,53033021700,"Census Tract 217, King County, Washington",3133,171,1577,172,1556,197
1400000US53033021802,53033021802,"Census Tract 218.02, King County, Washington",2002,93,1352,129,650,130
1400000US53033021803,53033021803,"Census Tract 218.03, King County, Washington",1808,108,1160,98,648,111
1400000US53033021804,53033021804,"Census Tract 218.04, King County, Washington",1836,111,963,97,873,118
1400000US53033021903,53033021903,"Census Tract 219.03, King County, Washington",2683,131,1566,144,1117,148
1400000US53033021904,53033021904,"Census Tract 219.04, King County, Washington",1985,107,1428,136,557,132
1400000US53033021905,53033021905,"Census Tract 219.05, King County, Washington",2115,94,1679,130,436,108
1400000US53033021906,53033021906,"Census Tract 219.06, King County, Washington",1846,95,1515,141,331,126
1400000US53033022001,53033022001,"Census Tract 220.01, King County, Washington",1984,111,1154,122,830,114
1400000US53033022003,53033022003,"Census Tract 220.03, King County, Washington",2154,81,1306,122,848,141
1400000US53033022005,53033022005,"Census Tract 220.05, King County, Washington",2337,112,1332,154,1005,155
1400000US53033022006,53033022006,"Census Tract 220.06, King County, Washington",1746,91,1074,140,672,127
1400000US53033022101,53033022101,"Census Tract 221.01, King County, Washington",1769,85,1533,102,236,85
1400000US53033022102,53033022102,"Census Tract 221.02, King County, Washington",2102,96,1751,141,351,104
1400000US53033022201,53033022201,"Census Tract 222.01, King County, Washington",1709,78,1257,116,452,118
1400000US53033022202,53033022202,"Census Tract 222.02, King County, Washington",3194,137,2065,195,1129,194
1400000US53033022203,53033022203,"Census Tract 222.03, King County, Washington",1949,59,1627,148,322,137
1400000US53033022300,53033022300,"Census Tract 223, King County, Washington",1132,40,1040,62,92,56
1400000US53033022400,53033022400,"Census Tract 224, King County, Washington",3440,179,2126,186,1314,213
1400000US53033022500,53033022500,"Census Tract 225, King County, Washington",3751,173,2391,226,1360,196
1400000US53033022603,53033022603,"Census Tract 226.03, King County, Washington",2189,131,1515,177,674,151
1400000US53033022604,53033022604,"Census Tract 226.04, King County, Washington",1564,96,1228,130,336,105
1400000US53033022605,53033022605,"Census Tract 226.05, King County, Washington",2394,149,919,129,1475,185
1400000US53033022606,53033022606,"Census Tract 226.06, King County, Washington",2154,103,1781,170,373,108
1400000US53033022701,53033022701,"Census Tract 227.01, King County, Washington",1540,111,633,83,907,116
1400000US53033022702,53033022702,"Census Tract 227.02, King County, Washington",1365,81,1054,90,311,80
1400000US53033022703,53033022703,"Census Tract 227.03, King County, Washington",852,54,625,66,227,72
1400000US53033022801,53033022801,"Census Tract 228.01, King County, Washington",4332,135,1398,160,2934,160
1400000US53033022802,53033022802,"Census Tract 228.02, King County, Washington",1964,69,1405,114,559,100
1400000US53033022803,53033022803,"Census Tract 228.03, King County, Washington",2176,150,495,93,1681,151
1400000US53033022901,53033022901,"Census Tract 229.01, King County, Washington",1077,35,910,88,167,80
1400000US53033022902,53033022902,"Census Tract 229.02, King County, Washington",2290,158,1597,131,693,157
1400000US53033023000,53033023000,"Census Tract 230, King County, Washington",1921,58,1591,131,330,119
1400000US53033023100,53033023100,"Census Tract 231, King County, Washington",1421,80,1152,95,269,88
1400000US53033023201,53033023201,"Census Tract 232.01, King County, Washington",2435,137,718,107,1717,164
1400000US53033023202,53033023202,"Census Tract 232.02, King County, Washington",1799,96,549,94,1250,117
1400000US53033023300,53033023300,"Census Tract 233, King County, Washington",2187,107,1708,129,479,114
1400000US53033023401,53033023401,"Census Tract 234.01, King County, Washington",1450,102,882,124,568,131
1400000US53033023402,53033023402,"Census Tract 234.02, King County, Washington",2698,77,2406,129,292,101
1400000US53033023500,53033023500,"Census Tract 235, King County, Washington",1542,76,980,107,562,106
1400000US53033023601,53033023601,"Census Tract 236.01, King County, Washington",1752,111,964,112,788,121
1400000US53033023603,53033023603,"Census Tract 236.03, King County, Washington",2784,97,901,112,1883,149
1400000US53033023604,53033023604,"Census Tract 236.04, King County, Washington",2507,108,943,127,1564,141
1400000US53033023700,53033023700,"Census Tract 237, King County, Washington",1731,100,1223,117,508,119
1400000US53033023801,53033023801,"Census Tract 238.01, King County, Washington",1275,84,548,97,727,101
1400000US53033023802,53033023802,"Census Tract 238.02, King County, Washington",3330,208,830,142,2500,224
1400000US53033023900,53033023900,"Census Tract 239, King County, Washington",2898,106,2053,153,845,139
1400000US53033024000,53033024000,"Census Tract 240, King County, Washington",3313,173,2088,208,1225,213
1400000US53033024100,53033024100,"Census Tract 241, King County, Washington",1428,75,1306,95,122,46
1400000US53033024200,53033024200,"Census Tract 242, King County, Washington",1117,73,982,72,135,50
1400000US53033024300,53033024300,"Census Tract 243, King County, Washington",3139,145,2194,169,945,164
1400000US53033024400,53033024400,"Census Tract 244, King County, Washington",1442,91,448,86,994,104
1400000US53033024500,53033024500,"Census Tract 245, King County, Washington",1859,73,1686,104,173,80
1400000US53033024601,53033024601,"Census Tract 246.01, King County, Washington",1736,53,1651,83,85,63
1400000US53033024602,53033024602,"Census Tract 246.02, King County, Washington",1356,41,1323,54,33,31
1400000US53033024701,53033024701,"Census Tract 247.01, King County, Washington",1467,83,1105,84,362,89
1400000US53033024702,53033024702,"Census Tract 247.02, King County, Washington",2507,115,2134,164,373,150
1400000US53033024800,53033024800,"Census Tract 248, King County, Washington",2277,172,1496,167,781,169
1400000US53033024901,53033024901,"Census Tract 249.01, King County, Washington",1829,48,1683,101,146,83
1400000US53033024902,53033024902,"Census Tract 249.02, King County, Washington",1351,69,1210,99,141,84
1400000US53033024903,53033024903,"Census Tract 249.03, King County, Washington",2228,100,2125,108,103,56
1400000US53033025001,53033025001,"Census Tract 250.01, King County, Washington",1728,101,1313,112,415,82
1400000US53033025003,53033025003,"Census Tract 250.03, King County, Washington",2544,122,1834,142,710,160
1400000US53033025004,53033025004,"Census Tract 250.04, King County, Washington",3261,199,2377,231,884,170
1400000US53033025101,53033025101,"Census Tract 251.01, King County, Washington",1930,110,1075,156,855,150
1400000US53033025102,53033025102,"Census Tract 251.02, King County, Washington",2241,113,1732,187,509,142
1400000US53033025200,53033025200,"Census Tract 252, King County, Washington",2773,145,1995,167,778,151
1400000US53033025300,53033025300,"Census Tract 253, King County, Washington",4199,212,1262,234,2937,228
1400000US53033025400,53033025400,"Census Tract 254, King County, Washington",2644,149,1145,161,1499,197
1400000US53033025500,53033025500,"Census Tract 255, King County, Washington",1704,113,892,108,812,122
1400000US53033025600,53033025600,"Census Tract 256, King County, Washington",3544,143,2730,196,814,166
1400000US53033025701,53033025701,"Census Tract 257.01, King County, Washington",2602,111,863,217,1739,216
1400000US53033025702,53033025702,"Census Tract 257.02, King County, Washington",1301,95,1036,112,265,92
1400000US53033025801,53033025801,"Census Tract 258.01, King County, Washington",3317,125,1954,205,1363,192
1400000US53033025803,53033025803,"Census Tract 258.03, King County, Washington",1743,91,991,133,752,137
1400000US53033025804,53033025804,"Census Tract 258.04, King County, Washington",1365,55,1203,85,162,77
1400000US53033026001,53033026001,"Census Tract 260.01, King County, Washington",1940,109,1723,127,217,102
1400000US53033026002,53033026002,"Census Tract 260.02, King County, Washington",2457,207,1173,168,1284,245
1400000US53033026100,53033026100,"Census Tract 261, King County, Washington",2480,204,1565,175,915,196
1400000US53033026200,53033026200,"Census Tract 262, King County, Washington",2120,181,777,157,1343,197
1400000US53033026300,53033026300,"Census Tract 263, King County, Washington",529,65,350,84,179,81
1400000US53033026400,53033026400,"Census Tract 264, King County, Washington",2319,179,1089,178,1230,224
1400000US53033026500,53033026500,"Census Tract 265, King County, Washington",513,89,166,43,347,105
1400000US53033026600,53033026600,"Census Tract 266, King County, Washington",887,44,594,72,293,70
1400000US53033026700,53033026700,"Census Tract 267, King County, Washington",2038,88,1230,100,808,115
1400000US53033026801,53033026801,"Census Tract 268.01, King County, Washington",1819,118,893,97,926,148
1400000US53033026802,53033026802,"Census Tract 268.02, King County, Washington",1800,104,1029,113,771,145
1400000US53033026900,53033026900,"Census Tract 269, King County, Washington",565,39,404,70,161,61
1400000US53033027000,53033027000,"Census Tract 270, King County, Washington",1139,72,726,107,413,124
1400000US53033027100,53033027100,"Census Tract 271, King County, Washington",1319,77,527,102,792,103
1400000US53033027200,53033027200,"Census Tract 272, King County, Washington",826,90,556,105,270,89
1400000US53033027300,53033027300,"Census Tract 273, King County, Washington",1934,140,966,118,968,139
1400000US53033027400,53033027400,"Census Tract 274, King County, Washington",1516,94,1110,127,406,128
1400000US53033027500,53033027500,"Census Tract 275, King County, Washington",1724,102,1058,136,666,129
1400000US53033027600,53033027600,"Census Tract 276, King County, Washington",1518,93,801,108,717,128
1400000US53033027701,53033027701,"Census Tract 277.01, King County, Washington",2332,132,1845,201,487,177
1400000US53033027702,53033027702,"Census Tract 277.02, King County, Washington",2213,158,1863,160,350,128
1400000US53033027800,53033027800,"Census Tract 278, King County, Washington",1370,73,1174,109,196,84
1400000US53033027900,53033027900,"Census Tract 279, King County, Washington",2868,140,1378,182,1490,180
1400000US53033028000,53033028000,"Census Tract 280, King County, Washington",1622,122,222,69,1400,138
1400000US53033028100,53033028100,"Census Tract 281, King County, Washington",808,101,230,82,578,124
1400000US53033028200,53033028200,"Census Tract 282, King County, Washington",1554,132,650,110,904,136
1400000US53033028300,53033028300,"Census Tract 283, King County, Washington",1342,121,1067,124,275,131
1400000US53033028402,53033028402,"Census Tract 284.02, King County, Washington",1814,173,879,150,935,158
1400000US53033028403,53033028403,"Census Tract 284.03, King County, Washington",2450,189,1167,158,1283,183
1400000US53033028500,53033028500,"Census Tract 285, King County, Washington",1456,102,747,91,709,121
1400000US53033028600,53033028600,"Census Tract 286, King County, Washington",2738,149,2149,165,589,142
1400000US53033028700,53033028700,"Census Tract 287, King County, Washington",1889,143,1688,154,201,99
1400000US53033028801,53033028801,"Census Tract 288.01, King County, Washington",1030,131,809,130,221,77
1400000US53033028802,53033028802,"Census Tract 288.02, King County, Washington",2265,225,960,151,1305,236
1400000US53033028901,53033028901,"Census Tract 289.01, King County, Washington",1553,117,944,114,609,105
1400000US53033028902,53033028902,"Census Tract 289.02, King County, Washington",2129,224,809,148,1320,217
1400000US53033029001,53033029001,"Census Tract 290.01, King County, Washington",1801,169,1509,201,292,131
1400000US53033029003,53033029003,"Census Tract 290.03, King County, Washington",1864,177,930,139,934,168
1400000US53033029004,53033029004,"Census Tract 290.04, King County, Washington",1239,82,436,67,803,94
1400000US53033029100,53033029100,"Census Tract 291, King County, Washington",2280,91,1694,148,586,130
1400000US53033029201,53033029201,"Census Tract 292.01, King County, Washington",4163,184,1609,191,2554,219
1400000US53033029203,53033029203,"Census Tract 292.03, King County, Washington",1213,76,374,77,839,105
1400000US53033029204,53033029204,"Census Tract 292.04, King County, Washington",2102,159,874,123,1228,184
1400000US53033029303,53033029303,"Census Tract 293.03, King County, Washington",2816,135,1693,154,1123,173
1400000US53033029304,53033029304,"Census Tract 293.04, King County, Washington",1630,91,1338,97,292,84
1400000US53033029305,53033029305,"Census Tract 293.05, King County, Washington",1310,68,946,120,364,123
1400000US53033029306,53033029306,"Census Tract 293.06, King County, Washington",1225,73,1028,106,197,76
1400000US53033029307,53033029307,"Census Tract 293.07, King County, Washington",1304,82,1123,102,181,86
1400000US53033029403,53033029403,"Census Tract 294.03, King County, Washington",1990,72,1466,119,524,101
1400000US53033029405,53033029405,"Census Tract 294.05, King County, Washington",1811,83,1537,125,274,103
1400000US53033029406,53033029406,"Census Tract 294.06, King County, Washington",1468,65,1156,92,312,91
1400000US53033029407,53033029407,"Census Tract 294.07, King County, Washington",1543,92,598,99,945,102
1400000US53033029408,53033029408,"Census Tract 294.08, King County, Washington",1658,78,829,97,829,114
1400000US53033029502,53033029502,"Census Tract 295.02, King County, Washington",1870,99,1586,110,284,104
1400000US53033029503,53033029503,"Census Tract 295.03, King County, Washington",2938,167,697,113,2241,181
1400000US53033029504,53033029504,"Census Tract 295.04, King County, Washington",1832,113,394,112,1438,127
1400000US53033029601,53033029601,"Census Tract 296.01, King County, Washington",2039,128,1447,165,592,165
1400000US53033029602,53033029602,"Census Tract 296.02, King County, Washington",1296,69,1233,70,63,43
1400000US53033029700,53033029700,"Census Tract 297, King County, Washington",2779,179,1261,177,1518,227
1400000US53033029801,53033029801,"Census Tract 298.01, King County, Washington",2802,123,1378,136,1424,155
1400000US53033029802,53033029802,"Census Tract 298.02, King County, Washington",2954,104,2375,198,579,166
1400000US53033029901,53033029901,"Census Tract 299.01, King County, Washington",1544,64,1067,106,477,122
1400000US53033029902,53033029902,"Census Tract 299.02, King County, Washington",1380,77,1257,99,123,77
1400000US53033030002,53033030002,"Census Tract 300.02, King County, Washington",3315,135,1767,239,1548,240
1400000US53033030003,53033030003,"Census Tract 300.03, King County, Washington",2382,127,1657,149,725,134
1400000US53033030004,53033030004,"Census Tract 300.04, King County, Washington",2817,133,911,162,1906,187
1400000US53033030100,53033030100,"Census Tract 301, King County, Washington",2776,112,2313,153,463,135
1400000US53033030201,53033030201,"Census Tract 302.01, King County, Washington",1898,92,1168,128,730,113
1400000US53033030202,53033030202,"Census Tract 302.02, King County, Washington",2169,134,1375,179,794,137
1400000US53033030303,53033030303,"Census Tract 303.03, King County, Washington",3212,170,1491,182,1721,216
1400000US53033030304,53033030304,"Census Tract 303.04, King County, Washington",978,51,734,97,244,94
1400000US53033030305,53033030305,"Census Tract 303.05, King County, Washington",1962,97,1375,136,587,124
1400000US53033030306,53033030306,"Census Tract 303.06, King County, Washington",1957,56,1687,101,270,92
1400000US53033030308,53033030308,"Census Tract 303.08, King County, Washington",2100,144,1278,162,822,177
1400000US53033030309,53033030309,"Census Tract 303.09, King County, Washington",2362,131,793,147,1569,181
1400000US53033030310,53033030310,"Census Tract 303.10, King County, Washington",1909,98,1204,114,705,111
1400000US53033030311,53033030311,"Census Tract 303.11, King County, Washington",1608,65,1294,105,314,91
1400000US53033030312,53033030312,"Census Tract 303.12, King County, Washington",1754,79,1036,132,718,142
1400000US53033030401,53033030401,"Census Tract 304.01, King County, Washington",2756,135,1835,193,921,184
1400000US53033030403,53033030403,"Census Tract 304.03, King County, Washington",1525,73,1365,85,160,73
1400000US53033030404,53033030404,"Census Tract 304.04, King County, Washington",1487,76,1389,96,98,69
1400000US53033030501,53033030501,"Census Tract 305.01, King County, Washington",813,78,138,57,675,100
1400000US53033030503,53033030503,"Census Tract 305.03, King County, Washington",1517,94,476,90,1041,118
1400000US53033030504,53033030504,"Census Tract 305.04, King County, Washington",1729,128,795,115,934,143
1400000US53033030600,53033030600,"Census Tract 306, King County, Washington",2119,85,1085,137,1034,138
1400000US53033030700,53033030700,"Census Tract 307, King County, Washington",1458,111,609,94,849,115
1400000US53033030801,53033030801,"Census Tract 308.01, King County, Washington",2179,119,1205,141,974,149
1400000US53033030802,53033030802,"Census Tract 308.02, King County, Washington",1274,93,647,102,627,103
1400000US53033030901,53033030901,"Census Tract 309.01, King County, Washington",1023,83,783,115,240,72
1400000US53033030902,53033030902,"Census Tract 309.02, King County, Washington",1651,166,800,152,851,134
1400000US53033031000,53033031000,"Census Tract 310, King County, Washington",1133,88,976,100,157,69
